,F,I,M,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,age
2371,0,0,1,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,4.5
3155,0,0,1,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,10.5
4105,1,0,0,0.715,0.565,0.18,1.79,0.844,0.3535,0.5385,10.5
2263,1,0,0,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,14.5
1900,0,0,1,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,10.5
3089,0,0,1,0.455,0.35,0.11,0.458,0.2,0.111,0.1305,9.5
3381,0,0,1,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,20.5
1932,1,0,0,0.62,0.495,0.17,1.062,0.372,0.213,0.34,12.5
3114,0,1,0,0.44,0.34,0.1,0.379,0.1725,0.0815,0.101,8.5
3025,0,1,0,0.495,0.33,0.1,0.44,0.177,0.095,0.15,8.5
1865,0,1,0,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,8.5
1658,0,1,0,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,9.5
516,0,0,1,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,10.5
1857,0,1,0,0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,9.5
2645,0,0,1,0.49,0.38,0.11,0.554,0.2935,0.1005,0.15,9.5
2243,0,0,1,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,11.5
1277,0,1,0,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,9.5
2336,1,0,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,19.5
950,0,0,1,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,7.5
1120,0,0,1,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,8.5
2597,1,0,0,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,9.5
2204,0,0,1,0.42,0.345,0.105,0.43,0.175,0.096,0.13,8.5
419,0,0,1,0.545,0.41,0.14,0.625,0.223,0.16,0.235,14.5
922,0,1,0,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,7.5
3102,0,0,1,0.6,0.465,0.18,1.193,0.5145,0.315,0.3055,9.5
477,0,0,1,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,18.5
2035,0,0,1,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,10.5
3399,1,0,0,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,9.5
1692,1,0,0,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,11.5
3790,1,0,0,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,11.5
1471,0,0,1,0.53,0.4,0.125,0.7575,0.398,0.151,0.175,9.5
2601,1,0,0,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,11.5
1202,0,0,1,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,13.5
2438,1,0,0,0.515,0.4,0.17,0.796,0.258,0.1755,0.28,17.5
2626,0,1,0,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,5.5
1669,1,0,0,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,11.5
3930,1,0,0,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,22.5
1970,0,0,1,0.675,0.515,0.15,1.312,0.556,0.2845,0.4115,12.5
2151,1,0,0,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,19.5
820,0,1,0,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,8.5
1997,0,1,0,0.335,0.25,0.08,0.1695,0.0695,0.044,0.0495,7.5
4065,0,1,0,0.37,0.275,0.08,0.2325,0.093,0.056,0.072,7.5
1248,0,1,0,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,9.5
3097,0,0,1,0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345,12.5
2712,0,1,0,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,5.5
3769,1,0,0,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,10.5
2190,0,0,1,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,12.5
3704,0,0,1,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,12.5
1046,1,0,0,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,11.5
1888,1,0,0,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,12.5
2469,0,0,1,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,14.5
2847,0,0,1,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,9.5
615,0,0,1,0.415,0.345,0.135,0.3865,0.128,0.07,0.148,14.5
1318,0,1,0,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,10.5
4090,0,0,1,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,12.5
2343,0,1,0,0.17,0.125,0.055,0.0235,0.009,0.0055,0.008,7.5
2449,1,0,0,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,10.5
2136,1,0,0,0.56,0.425,0.125,0.932,0.361,0.213,0.335,10.5
3471,1,0,0,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,10.5
1772,0,1,0,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,9.5
4141,1,0,0,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,12.5
131,1,0,0,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,10.5
3036,0,1,0,0.55,0.445,0.145,0.783,0.3045,0.157,0.265,12.5
77,1,0,0,0.6,0.47,0.15,0.922,0.363,0.194,0.305,11.5
2898,0,1,0,0.55,0.435,0.165,0.804,0.34,0.194,0.244,9.5
2052,0,0,1,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,9.5
724,0,0,1,0.465,0.36,0.08,0.488,0.191,0.125,0.155,12.5
1314,0,1,0,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,11.5
3227,1,0,0,0.45,0.35,0.135,0.56,0.231,0.137,0.145,14.5
1851,0,1,0,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,10.5
2317,0,0,1,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,14.5
3238,0,0,1,0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,15.5
3941,1,0,0,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,16.5
1372,1,0,0,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,13.5
1855,0,1,0,0.5,0.38,0.11,0.5605,0.28,0.106,0.15,10.5
2965,0,0,1,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,10.5
1319,0,1,0,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,10.5
2560,0,1,0,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,8.5
4075,0,0,1,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.216,9.5
3968,0,1,0,0.375,0.29,0.095,0.2875,0.123,0.0605,0.08,7.5
3615,0,0,1,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,10.5
375,1,0,0,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,21.5
1908,0,0,1,0.575,0.475,0.145,0.857,0.3665,0.173,0.269,10.5
333,0,1,0,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,6.5
3179,0,1,0,0.27,0.195,0.07,0.102,0.045,0.0135,0.034,9.5
3737,0,0,1,0.625,0.47,0.15,1.124,0.556,0.2315,0.287,10.5
2365,1,0,0,0.63,0.505,0.165,1.065,0.4595,0.216,0.315,13.5
1604,0,0,1,0.54,0.455,0.14,0.972,0.419,0.255,0.269,11.5
1118,0,1,0,0.535,0.39,0.125,0.599,0.2595,0.149,0.169,10.5
4011,0,0,1,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,10.5
1943,1,0,0,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,12.5
2958,1,0,0,0.655,0.515,0.2,1.494,0.7255,0.309,0.405,13.5
3311,1,0,0,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,13.5
4136,1,0,0,0.615,0.495,0.155,1.0805,0.52,0.19,0.32,10.5
3205,0,0,1,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,10.5
2376,1,0,0,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,9.5
3568,0,1,0,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,11.5
1342,0,1,0,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,11.5
320,0,1,0,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,6.5
1619,0,1,0,0.56,0.445,0.15,0.8225,0.3685,0.187,0.236,11.5
3537,0,1,0,0.43,0.325,0.105,0.309,0.119,0.08,0.098,7.5
2060,0,0,1,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,10.5
2945,1,0,0,0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,12.5
2219,1,0,0,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,14.5
1673,0,1,0,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,10.5
1942,0,0,1,0.63,0.49,0.155,1.2525,0.63,0.246,0.289,10.5
260,1,0,0,0.54,0.475,0.155,0.928,0.394,0.194,0.26,12.5
3317,0,0,1,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,8.5
2039,0,1,0,0.285,0.215,0.07,0.1075,0.051,0.0225,0.027,7.5
689,0,0,1,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,12.5
901,0,1,0,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037,7.5
2306,1,0,0,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,13.5
2026,1,0,0,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,10.5
2892,0,0,1,0.53,0.405,0.15,0.8315,0.352,0.187,0.2525,11.5
138,1,0,0,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,10.5
1917,0,0,1,0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,11.5
1828,0,1,0,0.35,0.265,0.08,0.2,0.09,0.042,0.06,8.5
1573,0,1,0,0.48,0.37,0.12,0.536,0.251,0.114,0.15,9.5
319,0,1,0,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,7.5
653,0,0,1,0.31,0.225,0.08,0.1345,0.054,0.024,0.05,8.5
2137,1,0,0,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,11.5
3269,1,0,0,0.595,0.465,0.145,1.107,0.402,0.2415,0.31,13.5
558,1,0,0,0.66,0.53,0.17,1.326,0.519,0.2625,0.44,14.5
2187,0,0,1,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,15.5
112,0,1,0,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,10.5
531,1,0,0,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,14.5
224,0,1,0,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,11.5
723,0,0,1,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,16.5
3677,0,0,1,0.605,0.49,0.165,1.1245,0.492,0.222,0.3555,12.5
2883,0,1,0,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152,9.5
3882,1,0,0,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,16.5
1433,0,1,0,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615,7.5
2373,1,0,0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,13.5
3283,1,0,0,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,12.5
3383,0,0,1,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,15.5
1458,0,1,0,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,8.5
3827,0,0,1,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,12.5
2762,0,1,0,0.55,0.42,0.155,0.912,0.495,0.1805,0.205,10.5
846,1,0,0,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,12.5
193,0,1,0,0.355,0.275,0.085,0.22,0.092,0.06,0.15,9.5
1464,1,0,0,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,10.5
2621,0,0,1,0.695,0.525,0.175,1.742,0.696,0.389,0.505,13.5
946,1,0,0,0.47,0.365,0.12,0.582,0.29,0.092,0.146,9.5
2021,0,0,1,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,10.5
2551,0,1,0,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,7.5
1629,0,1,0,0.57,0.43,0.145,0.833,0.354,0.144,0.2815,11.5
2928,0,0,1,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,12.5
117,0,0,1,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,11.5
645,0,1,0,0.445,0.33,0.12,0.347,0.12,0.084,0.105,12.5
1870,0,1,0,0.53,0.43,0.14,0.677,0.298,0.0965,0.23,9.5
3,0,0,1,0.44,0.365,0.125,0.516,0.2155,0.114,0.155,11.5
74,1,0,0,0.605,0.45,0.195,1.098,0.481,0.2895,0.315,14.5
1755,1,0,0,0.72,0.525,0.18,1.445,0.631,0.3215,0.435,8.5
467,0,0,1,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,14.5
5,0,1,0,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,9.5
1246,0,1,0,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,8.5
919,0,1,0,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,7.5
2595,1,0,0,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,12.5
228,1,0,0,0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,12.5
1063,0,1,0,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,6.5
2590,1,0,0,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,9.5
242,0,1,0,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,6.5
2946,0,0,1,0.635,0.52,0.175,1.292,0.6,0.269,0.367,12.5
3214,1,0,0,0.57,0.495,0.16,1.0915,0.452,0.275,0.315,15.5
1160,1,0,0,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,10.5
3288,1,0,0,0.605,0.475,0.145,1.0185,0.4695,0.225,0.27,16.5
3560,0,0,1,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,11.5
3150,1,0,0,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,11.5
2890,0,0,1,0.52,0.465,0.15,0.9505,0.456,0.199,0.255,9.5
2563,0,1,0,0.44,0.355,0.12,0.495,0.231,0.11,0.125,8.5
2671,1,0,0,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,9.5
1526,0,0,1,0.705,0.56,0.165,1.675,0.797,0.4095,0.388,11.5
1605,0,1,0,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,10.5
3945,0,1,0,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,7.5
2324,1,0,0,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,18.5
2709,1,0,0,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,13.5
3280,0,0,1,0.69,0.54,0.185,1.6195,0.533,0.353,0.555,25.5
3605,0,1,0,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,9.5
1989,0,1,0,0.28,0.21,0.075,0.1195,0.053,0.0265,0.03,7.5
4031,0,1,0,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,9.5
2362,1,0,0,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,19.5
1975,0,0,1,0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,12.5
1761,0,0,1,0.75,0.595,0.205,2.2205,1.083,0.421,0.63,13.5
1305,1,0,0,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,11.5
2739,0,1,0,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185,8.5
1541,0,1,0,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,8.5
3690,0,0,1,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,14.5
2472,0,0,1,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,15.5
2642,0,1,0,0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,8.5
2795,0,0,1,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,13.5
622,1,0,0,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,13.5
3260,1,0,0,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,14.5
1493,0,1,0,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,9.5
110,0,0,1,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,10.5
2275,0,0,1,0.655,0.525,0.185,1.259,0.487,0.2215,0.445,21.5
3194,1,0,0,0.61,0.47,0.16,1.017,0.426,0.2255,0.32,13.5
1169,1,0,0,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,9.5
3472,0,1,0,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,4.5
232,0,0,1,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,23.5
66,1,0,0,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,13.5
3834,0,0,1,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,7.5
2072,0,0,1,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,9.5
2192,1,0,0,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,15.5
536,0,1,0,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,12.5
2859,1,0,0,0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,12.5
125,0,1,0,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,6.5
2133,0,0,1,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,10.5
1254,0,1,0,0.425,0.325,0.11,0.3335,0.173,0.045,0.1,8.5
3508,1,0,0,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,10.5
1976,0,0,1,0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,14.5
3473,0,1,0,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013,5.5
3276,0,0,1,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,13.5
2075,0,0,1,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,10.5
484,0,0,1,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,13.5
1654,0,1,0,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,9.5
3838,0,1,0,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,9.5
3086,0,1,0,0.355,0.27,0.075,0.204,0.3045,0.046,0.0595,8.5
3195,1,0,0,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,19.5
3525,0,1,0,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505,7.5
3230,0,0,1,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,12.5
3392,0,0,1,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,20.5
1774,0,0,1,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,8.5
2410,1,0,0,0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,11.5
3815,0,1,0,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,9.5
918,0,1,0,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,8.5
1646,0,1,0,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,10.5
1026,0,0,1,0.645,0.52,0.175,1.561,0.709,0.3555,0.4,9.5
1030,1,0,0,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,11.5
882,0,0,1,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,18.5
1335,1,0,0,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,10.5
2746,0,1,0,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,9.5
3132,1,0,0,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,11.5
2713,0,1,0,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,5.5
364,1,0,0,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,13.5
2125,0,0,1,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,9.5
27,0,0,1,0.59,0.445,0.14,0.931,0.356,0.234,0.28,13.5
473,1,0,0,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,12.5
525,0,0,1,0.175,0.125,0.04,0.024,0.0095,0.006,0.005,5.5
725,1,0,0,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,18.5
55,1,0,0,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22,9.5
638,0,1,0,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,15.5
302,0,0,1,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,9.5
2766,1,0,0,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,9.5
3965,0,1,0,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,7.5
1276,0,1,0,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,9.5
3731,1,0,0,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,10.5
624,0,1,0,0.465,0.36,0.105,0.498,0.214,0.116,0.14,16.5
2055,0,1,0,0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,10.5
1280,0,0,1,0.495,0.395,0.12,0.553,0.224,0.1375,0.167,9.5
2851,1,0,0,0.635,0.51,0.185,1.286,0.526,0.295,0.4105,13.5
1049,0,0,1,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,11.5
336,0,0,1,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,15.5
47,1,0,0,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,8.5
2878,1,0,0,0.465,0.35,0.11,0.4085,0.165,0.102,0.131,9.5
106,1,0,0,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,12.5
2397,0,1,0,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,18.5
1079,0,1,0,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,8.5
2286,1,0,0,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,10.5
2261,0,0,1,0.585,0.43,0.16,0.955,0.3625,0.176,0.27,12.5
1144,0,0,1,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,9.5
3989,1,0,0,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,12.5
2296,1,0,0,0.535,0.45,0.135,0.8075,0.322,0.181,0.25,14.5
2841,0,0,1,0.595,0.435,0.16,1.057,0.4255,0.224,0.31,10.5
3144,1,0,0,0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355,10.5
1836,0,1,0,0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,7.5
1753,0,0,1,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,11.5
1101,0,1,0,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,9.5
1968,0,0,1,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,13.5
3201,1,0,0,0.385,0.3,0.1,0.2725,0.1115,0.057,0.08,7.5
3117,1,0,0,0.47,0.36,0.1,0.4705,0.1635,0.089,0.1385,9.5
3885,0,1,0,0.41,0.33,0.105,0.335,0.1525,0.074,0.11,8.5
523,0,0,1,0.2,0.14,0.055,0.035,0.0145,0.008,0.01,6.5
2280,0,0,1,0.44,0.375,0.13,0.487,0.226,0.0965,0.155,10.5
2692,0,0,1,0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275,10.5
2885,0,1,0,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,9.5
1428,1,0,0,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,15.5
2581,1,0,0,0.53,0.42,0.17,0.828,0.41,0.208,0.1505,7.5
3695,1,0,0,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,11.5
603,0,1,0,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,12.5
1489,1,0,0,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,12.5
4049,0,0,1,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,10.5
3122,0,0,1,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,9.5
3442,0,0,1,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,9.5
60,0,0,1,0.45,0.345,0.105,0.4115,0.18,0.1125,0.135,8.5
3893,0,1,0,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,10.5
671,1,0,0,0.5,0.38,0.155,0.655,0.2405,0.143,0.205,18.5
92,0,0,1,0.595,0.465,0.175,1.115,0.4015,0.254,0.39,14.5
666,0,0,1,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,12.5
1887,0,1,0,0.56,0.445,0.165,0.832,0.3455,0.179,0.279,10.5
280,1,0,0,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,16.5
1719,0,0,1,0.65,0.525,0.185,1.488,0.665,0.337,0.378,12.5
3209,0,1,0,0.43,0.34,0.125,0.384,0.1375,0.061,0.146,15.5
359,1,0,0,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,17.5
899,0,1,0,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,6.5
1935,0,0,1,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,13.5
1994,0,1,0,0.29,0.21,0.065,0.097,0.0375,0.022,0.03,7.5
3259,0,0,1,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,19.5
2895,0,1,0,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,11.5
760,0,0,1,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,16.5
2158,0,0,1,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,15.5
3715,0,0,1,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,12.5
42,0,1,0,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,6.5
2173,0,0,1,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,11.5
204,0,0,1,0.42,0.335,0.115,0.369,0.171,0.071,0.12,9.5
1473,1,0,0,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,9.5
2100,0,1,0,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,11.5
2593,1,0,0,0.595,0.47,0.155,1.1775,0.542,0.269,0.31,10.5
68,1,0,0,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,11.5
3218,1,0,0,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,15.5
1875,1,0,0,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,10.5
2832,1,0,0,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,10.5
3749,0,1,0,0.43,0.33,0.095,0.32,0.118,0.065,0.123,8.5
2231,1,0,0,0.505,0.4,0.165,0.729,0.2675,0.155,0.25,10.5
137,0,0,1,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,10.5
2947,0,0,1,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,11.5
796,0,0,1,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,12.5
2180,1,0,0,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,22.5
2128,0,0,1,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,13.5
3177,1,0,0,0.505,0.41,0.135,0.657,0.291,0.133,0.195,16.5
758,0,0,1,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,14.5
541,1,0,0,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,12.5
1019,0,0,1,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,12.5
3226,1,0,0,0.42,0.32,0.13,0.4135,0.1645,0.106,0.119,11.5
3031,0,1,0,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,9.5
165,0,0,1,0.725,0.57,0.19,2.55,1.0705,0.483,0.725,15.5
248,0,1,0,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,8.5
1331,0,0,1,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,11.5
2017,0,0,1,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,13.5
